Province_State,Admin2,UID,iso2,iso3,code3,Lat,Long_,Total_confirmed_cases_2020,Total_confirmed_cases_2021,Total_confirmed_cases_2022,Total_confirmed_cases_2023
Illinois,Clinton,84017027,US,USA,840,38.60704876,-89.42385254,4485,8266,13922,14392
Illinois,Coles,84017029,US,USA,840,39.51949084,-88.22358557,4294,9733,18616,18977
Illinois,Cook,84017031,US,USA,840,41.84144849,-87.81658794,393652,821472,1487242,1533935
Illinois,Crawford,84017033,US,USA,840,39.0032229,-87.75954624,1578,3875,7692,7889
Illinois,Cumberland,84017035,US,USA,840,39.27432424,-88.2401158,937,2349,3956,4004
Illinois,De Witt,84017039,US,USA,840,40.17514519,-88.90959682,915,2937,5108,5211
Illinois,DeKalb,84017037,US,USA,840,41.89373302,-88.76958483,6643,15900,31617,32553
Illinois,Douglas,84017041,US,USA,840,39.76768052,-88.21854195,1854,4150,7844,7943
Illinois,DuPage,84017043,US,USA,840,41.85116968,-88.08642662,61805,142738,281584,289813
Illinois,Edgar,84017045,US,USA,840,39.6809186,-87.74759563,1344,3475,6410,6660
Illinois,Edwards,84017047,US,USA,840,38.41353228,-88.05720863,397,1259,2096,2125
Illinois,Effingham,84017049,US,USA,840,39.05935711,-88.58969584,3860,7946,12646,12823
Illinois,Fayette,84017051,US,USA,840,39.00072038,-89.02452658,2664,5161,8455,8753
Illinois,Ford,84017053,US,USA,840,40.59706922,-88.22350769,1227,3105,5363,5516
Illinois,Franklin,84017055,US,USA,840,37.99189086,-88.92567818,3362,8545,15028,15422
Illinois,Fulton,84017057,US,USA,840,40.47289135,-90.20862357,2342,6713,12448,12788
Illinois,Gallatin,84017059,US,USA,840,37.76430935,-88.22953869,330,917,1806,1850
Illinois,Greene,84017061,US,USA,840,39.35907414,-90.388865,1115,2577,4207,4281
Illinois,Grundy,84017063,US,USA,840,41.28569601,-88.41905692,3859,9736,15803,16326
Illinois,Hamilton,84017065,US,USA,840,38.08163641,-88.53883373,601,1540,2620,2668
Illinois,Hancock,84017067,US,USA,840,40.40423981,-91.16313899,1316,3376,5232,5396
Illinois,Hardin,84017069,US,USA,840,37.51810645,-88.26873022,217,758,1413,1447
Illinois,Henderson,84017071,US,USA,840,40.81908672,-90.92491462,397,886,1509,1576
Illinois,Henry,84017073,US,USA,840,41.3533994,-90.13296166,3692,8612,15566,15932
Illinois,Iroquois,84017075,US,USA,840,40.74717633,-87.82466784,2323,5420,8668,8886
Illinois,Jackson,84017077,US,USA,840,37.78595185,-89.38232563,3650,9483,19679,20182
Illinois,Jasper,84017079,US,USA,840,39.01054275,-88.15437049,894,1948,3177,3224
Illinois,Jefferson,84017081,US,USA,840,38.29980057,-88.9240025,2926,7536,13250,13589
Illinois,Jersey,84017083,US,USA,840,39.08869046,-90.35393073,1972,4306,7710,7873
Illinois,Jo Daviess,84017085,US,USA,840,42.36542373,-90.21094405,1388,2891,5062,5182
Illinois,Johnson,84017087,US,USA,840,37.45939802,-88.88165419,982,2720,5492,5572
Illinois,Kane,84017089,US,USA,840,41.93842729,-88.42861412,41511,86289,161749,166146
Illinois,Kankakee,84017091,US,USA,840,41.13746989,-87.86205334,10678,22538,35879,36784
Illinois,Kendall,84017093,US,USA,840,41.59081014,-88.42869583,8449,21753,40680,41814
Illinois,Knox,84017095,US,USA,840,40.93148779,-90.21330340000002,4059,8838,15775,16232
Illinois,LaSalle,84017099,US,USA,840,41.34426129999999,-88.88633881,8363,19108,36086,37187
Illinois,Lake,84017097,US,USA,840,42.3224907,-88.00367925,48300,101282,204264,210403
Illinois,Lawrence,84017101,US,USA,840,38.71987914,-87.72884035,1985,3886,6666,6844
Illinois,Lee,84017103,US,USA,840,41.74583951,-89.29977132,2707,5935,11260,11614
Illinois,Livingston,84017105,US,USA,840,40.89188292,-88.55784752,3140,7317,12873,13246
Illinois,Logan,84017107,US,USA,840,40.12581572,-89.36638784,2705,6221,12155,12678
Illinois,Macon,84017115,US,USA,840,39.86064913,-88.96342505,7959,19699,39190,40343
Illinois,Macoupin,84017117,US,USA,840,39.26119767,-89.92424028,3273,8541,15676,16079
Illinois,Madison,84017119,US,USA,840,38.83042506,-89.90422563,21054,48340,85579,87637
Illinois,Marion,84017121,US,USA,840,38.64963204,-88.91899208,3548,8394,14161,14693
Illinois,Marshall,84017123,US,USA,840,41.0327901,-89.34510444,578,1927,3414,3481
Illinois,Mason,84017125,US,USA,840,40.23917274,-89.91824452,1026,2704,4665,4730
Illinois,Massac,84017127,US,USA,840,37.22078441,-88.71036614,893,2631,4543,4663
Illinois,McDonough,84017109,US,USA,840,40.45674722,-90.67775541,1978,4742,8808,9086
Illinois,McHenry,84017111,US,USA,840,42.32451172,-88.45248227,19128,46910,95960,98211
Illinois,McLean,84017113,US,USA,840,40.48996987,-88.84621113,11621,30224,62744,64188
Illinois,Menard,84017129,US,USA,840,40.02742725,-89.80246001,729,2268,4479,4598
Illinois,Mercer,84017131,US,USA,840,41.20596782,-90.74290052,1069,2776,4854,4931
Illinois,Monroe,84017133,US,USA,840,38.27594376,-90.17761038,3135,6365,11208,11440
Illinois,Montgomery,84017135,US,USA,840,39.23198845,-89.47809254,2166,6169,11915,12176
Illinois,Morgan,84017137,US,USA,840,39.71654544,-90.20255104,3007,6034,11941,12381
Illinois,Moultrie,84017139,US,USA,840,39.64187451,-88.62099969,1260,2946,4852,4939
Illinois,Ogle,84017141,US,USA,840,42.04165196,-89.32184679,4102,10004,17099,17498
Illinois,Out of IL,84080017,US,USA,840,0.0,0.0,205,38,51,5
Illinois,Peoria,84017143,US,USA,840,40.78702156,-89.76078901,13172,34457,58598,59913
Illinois,Perry,84017145,US,USA,840,38.08510853,-89.36856219,2185,4871,8914,9157
Illinois,Piatt,84017147,US,USA,840,40.01360584,-88.59319339,1046,2956,5437,5584
Illinois,Pike,84017149,US,USA,840,39.62265059,-90.8877017,1395,3630,6066,6159
Illinois,Pope,84017151,US,USA,840,37.41391284,-88.56152109,196,694,1240,1266
Illinois,Pulaski,84017153,US,USA,840,37.22631423,-89.13085001,560,1197,2014,2057
Illinois,Putnam,84017155,US,USA,840,41.2013541,-89.2869272,319,787,1387,1421
Illinois,Randolph,84017157,US,USA,840,38.05095369,-89.82512254,3324,6333,12620,12948
Illinois,Richland,84017159,US,USA,840,38.71240969,-88.08475366,1309,3483,6141,6317
Illinois,Rock Island,84017161,US,USA,840,41.46613806,-90.57042164,11014,24040,41322,42574
Illinois,Saline,84017165,US,USA,840,37.75332999,-88.54119706,1764,5024,10149,10361
Illinois,Sangamon,84017167,US,USA,840,39.75836914,-89.65872023,13219,33475,74310,76600
Illinois,Schuyler,84017169,US,USA,840,40.1571798,-90.61114163,543,1310,2426,2474
Illinois,Scott,84017171,US,USA,840,39.6429169,-90.47814431,327,911,1519,1575
Illinois,Shelby,84017173,US,USA,840,39.39133527,-88.80611122,1793,4420,7482,7605
Illinois,St. Clair,84017163,US,USA,840,38.46996033,-89.93063427,19050,43669,79222,81204
Illinois,Stark,84017175,US,USA,840,41.09309773,-89.79745866,449,1018,1860,1891
Illinois,Stephenson,84017177,US,USA,840,42.35129217,-89.662598,3242,8279,14549,15058
Illinois,Tazewell,84017179,US,USA,840,40.50716185,-89.51404662,10431,26836,45180,46151
Illinois,Unassigned,84090017,US,USA,840,0.0,0.0,6327,284,344,778
Illinois,Union,84017181,US,USA,840,37.47119609,-89.25548938,1697,3614,6680,6858
Illinois,Vermilion,84017183,US,USA,840,40.18417171,-87.73384359,6429,18999,34256,35285
Illinois,Wabash,84017185,US,USA,840,38.44272901,-87.84922065,1048,2437,4642,4837
Illinois,Warren,84017187,US,USA,840,40.84925021,-90.6147432,1496,2978,4948,5073
Illinois,Washington,84017189,US,USA,840,38.35309213,-89.40982703,1225,2453,4043,4140
Illinois,Wayne,84017191,US,USA,840,38.42955355,-88.42586459,1336,3582,6471,6611
Illinois,White,84017193,US,USA,840,38.08706198,-88.17657461,1122,3133,5318,5445
Illinois,Whiteside,84017195,US,USA,840,41.75509713,-89.91556058,4828,10441,19060,19530
Illinois,Will,84017197,US,USA,840,41.44619267,-87.97862712,52293,119193,210639,216951
Illinois,Williamson,84017199,US,USA,840,37.73033511,-88.92994027,5316,14352,28178,28971
Illinois,Winnebago,84017201,US,USA,840,42.33641854,-89.16085327,24019,53922,98400,100711
Illinois,Woodford,84017203,US,USA,840,40.78579374,-89.20973757,2786,7452,12338,12654
Indiana,Adams,84018001,US,USA,840,40.7457653,-84.93671406,2615,5915,8520,8751
Indiana,Allen,84018003,US,USA,840,41.09194313,-85.06800636,28012,74996,121715,124359
Indiana,Bartholomew,84018005,US,USA,840,39.20744865,-85.89558181,5466,14543,25857,26876
Indiana,Benton,84018007,US,USA,840,40.60626947,-87.31093999,745,1871,2929,2985
Indiana,Blackford,84018009,US,USA,840,40.47388153,-85.32499702,891,2430,3621,3701
Indiana,Boone,84018011,US,USA,840,40.0509304,-86.46841646,4453,11034,17196,17386
Indiana,Brown,84018013,US,USA,840,39.19605589,-86.22868909,739,1975,2942,2984
Indiana,Carroll,84018015,US,USA,840,40.580783200000006,-86.56198812,1332,3275,4824,4926
Indiana,Cass,84018017,US,USA,840,40.76135835,-86.34830753,4196,8885,13753,14090
Indiana,Clark,84018019,US,USA,840,38.48015445,-85.70510334,8382,21896,39720,41291
Indiana,Clay,84018021,US,USA,840,39.39561833,-87.11723506,1876,5080,8018,8155
Indiana,Clinton,84018023,US,USA,840,40.30319754,-86.47277257,3204,6958,10442,10719
Indiana,Crawford,84018025,US,USA,840,38.28814402,-86.44518825,590,1840,2986,3098
Indiana,Daviess,84018027,US,USA,840,38.70186039,-87.07185406,2278,5493,8802,9069
Indiana,DeKalb,84018033,US,USA,840,41.39804622,-84.99906934,2977,8836,13415,13654
Indiana,Dearborn,84018029,US,USA,840,39.14647946,-84.97333539,3835,9842,15758,16256
Indiana,Decatur,84018031,US,USA,840,39.30712658,-85.50087166,2106,5152,8299,8582
Indiana,Delaware,84018035,US,USA,840,40.22787247,-85.39732772,7655,18573,29467,30191
Indiana,Dubois,84018037,US,USA,840,38.36597551,-86.87924170000002,4613,9399,14515,15090
Indiana,Elkhart,84018039,US,USA,840,41.59761169,-85.85875695,22647,43519,60487,61477
Indiana,Fayette,84018041,US,USA,840,39.63684962,-85.17797541,2194,5154,8129,8378
Indiana,Floyd,84018043,US,USA,840,38.32117957,-85.90385377,5104,13101,23405,24235
Indiana,Fountain,84018045,US,USA,840,40.12361933,-87.24217689,1520,4199,6309,6424
Indiana,Franklin,84018047,US,USA,840,39.4142482,-85.06062647,1213,3285,5112,5205
Indiana,Fulton,84018049,US,USA,840,41.0469907,-86.26252745,1385,3941,5660,5774
Indiana,Gibson,84018051,US,USA,840,38.30393723,-87.58054938,3013,7774,13945,14364
Indiana,Grant,84018053,US,USA,840,40.51587228,-85.65468702,4984,13300,20511,21036
Indiana,Greene,84018055,US,USA,840,39.03630547,-86.96223202,1929,5202,8822,9107
Indiana,Hamilton,84018057,US,USA,840,40.07306535,-86.05244729,23916,57850,95058,96944
Indiana,Hancock,84018059,US,USA,840,39.82304555,-85.77566351,5144,15028,24530,25238
Indiana,Harrison,84018061,US,USA,840,38.19467379,-86.10948271,2633,7650,12973,13373
Indiana,Hendricks,84018063,US,USA,840,39.76719009,-86.51037283,11466,29166,46843,47804
Indiana,Henry,84018065,US,USA,840,39.93029017,-85.39625719,4243,10029,15853,16226
Indiana,Howard,84018067,US,USA,840,40.48527731,-86.11351892,6653,18457,29573,30065
Indiana,Huntington,84018069,US,USA,840,40.82907273,-85.48822092,2442,8585,14009,14368
Indiana,Jackson,84018071,US,USA,840,38.90915820000001,-86.03851889,3756,8678,14768,15182
Indiana,Jasper,84018073,US,USA,840,41.02078733,-87.11553319,2471,7007,10818,11067
Indiana,Jay,84018075,US,USA,840,40.43781032,-85.00576229,1501,3688,5681,5904
Indiana,Jefferson,84018077,US,USA,840,38.78576239,-85.43633383,2159,6751,10989,11231
Indiana,Jennings,84018079,US,USA,840,38.99588883,-85.62710784,1696,5032,8027,8172
Indiana,Johnson,84018081,US,USA,840,39.48994426,-86.10149107,12098,30799,49868,51015
Indiana,Knox,84018083,US,USA,840,38.68861576,-87.4194665,2911,7704,13726,14246
Indiana,Kosciusko,84018085,US,USA,840,41.24521668,-85.86312322,6814,15838,22568,22957
Indiana,LaGrange,84018087,US,USA,840,41.64232188,-85.42674232,2040,4699,6451,6543
Indiana,LaPorte,84018091,US,USA,840,41.54366008,-86.74072188,7553,19356,31161,31801
Indiana,Lake,84018089,US,USA,840,41.41874274,-87.38277575,39833,84536,130386,134438
Indiana,Lawrence,84018093,US,USA,840,38.84112637,-86.48361629,3297,8849,14117,14516
Indiana,Madison,84018095,US,USA,840,40.16143691,-85.71964711,8968,23820,38855,39768
Indiana,Marion,84018097,US,USA,840,39.78163624,-86.13826325,70610,163311,262823,268696
Indiana,Marshall,84018099,US,USA,840,41.32467367,-86.26185087,4467,10074,13832,14072
Indiana,Martin,84018101,US,USA,840,38.7099921,-86.80373186,591,1622,2555,2619
Indiana,Miami,84018103,US,USA,840,40.76940965,-86.04525048,2724,7188,10644,10908
Indiana,Monroe,84018105,US,USA,840,39.16130004,-86.52414358,8002,18207,33726,34476
Indiana,Montgomery,84018107,US,USA,840,40.04034823,-86.89335024,2840,7936,12047,12319
Indiana,Morgan,84018109,US,USA,840,39.47899078,-86.44573375,4257,11595,19175,19602
Indiana,Newton,84018111,US,USA,840,40.95610449,-87.39635768,829,2034,3040,3119
Indiana,Noble,84018113,US,USA,840,41.39672484,-85.41966713,4045,10203,15470,15737
Indiana,Ohio,84018115,US,USA,840,38.955305,-84.96515993,396,1000,1709,1769
Indiana,Orange,84018117,US,USA,840,38.54118920000001,-86.49523093,1224,3654,5772,5941
Indiana,Out of IN,84080018,US,USA,840,0.0,0.0,0,0,0,0
Indiana,Owen,84018119,US,USA,840,39.31145587,-86.83900724,1323,3963,6773,6907
Indiana,Parke,84018121,US,USA,840,39.77202286,-87.20375833,1165,2697,4250,4345
Indiana,Perry,84018123,US,USA,840,38.07809328,-86.63741946,1194,3212,5736,5883
Indiana,Pike,84018125,US,USA,840,38.40112197,-87.23574907,932,2775,4388,4497
Indiana,Porter,84018127,US,USA,840,41.45986947,-87.06848888,12798,29134,46541,47697
Indiana,Posey,84018129,US,USA,840,38.02097333,-87.86480429,1906,4463,7698,7909
Indiana,Pulaski,84018131,US,USA,840,41.04166107,-86.69890683,850,2360,3493,3538
Indiana,Putnam,84018133,US,USA,840,39.66437981,-86.84517605,2455,7046,10958,11196
Indiana,Randolph,84018135,US,USA,840,40.15734772,-85.01139319,1841,4456,6825,7013
Indiana,Ripley,84018137,US,USA,840,39.10235626,-85.26212744,2476,6272,9800,10091
Indiana,Rush,84018139,US,USA,840,39.62002287,-85.4655599,1192,3465,5919,6084
Indiana,Scott,84018143,US,USA,840,38.68672078,-85.74627859,1912,5506,9273,9473
Indiana,Shelby,84018145,US,USA,840,39.52305623,-85.79158570000001,3404,9546,16628,17143
Indiana,Spencer,84018147,US,USA,840,38.01519732,-87.0079644,1504,3940,5968,6156
Indiana,St. Joseph,84018141,US,USA,840,41.61756781,-86.29040834,24229,55427,83170,84866
Indiana,Starke,84018149,US,USA,840,41.27890281,-86.64686895,1554,3996,5523,5626
Indiana,Steuben,84018151,US,USA,840,41.64423868,-85.00101094,2639,7444,11238,11487
Indiana,Sullivan,84018153,US,USA,840,39.08952258,-87.41414469,1650,3769,6236,6403
Indiana,Switzerland,84018155,US,USA,840,38.82767338,-85.03022429,496,1653,2597,2663
Indiana,Tippecanoe,84018157,US,USA,840,40.38872739,-86.89413959,15015,34562,59727,60936
Indiana,Tipton,84018159,US,USA,840,40.31123252,-86.05234925,1072,2724,3932,3996
Indiana,Unassigned,84090018,US,USA,840,0.0,0.0,193,0,0,0
Indiana,Union,84018161,US,USA,840,39.62550777,-84.92497066,504,1412,2299,2347
Indiana,Vanderburgh,84018163,US,USA,840,38.02658833,-87.58763124,15547,37825,68985,70796
Indiana,Vermillion,84018165,US,USA,840,39.8523352,-87.46160542,1226,3100,4812,4932
Indiana,Vigo,84018167,US,USA,840,39.42944561,-87.39169027,9293,20946,34324,35132
Indiana,Wabash,84018169,US,USA,840,40.84704239,-85.79328272,2607,6865,10176,10451
Indiana,Warren,84018171,US,USA,840,40.34728141,-87.35602659,535,1535,2354,2380
Indiana,Warrick,84018173,US,USA,840,38.08922676,-87.2716085,5264,13386,24264,24854
Indiana,Washington,84018175,US,USA,840,38.60219804,-86.1049363,1432,4253,7037,7179
Indiana,Wayne,84018177,US,USA,840,39.8633444,-85.01044989,5222,13351,22866,23519
Indiana,Wells,84018179,US,USA,840,40.72934187,-85.22132966,1920,5304,7448,7610
Indiana,White,84018181,US,USA,840,40.74911165,-86.86492015,2321,5311,8115,8268
Indiana,Whitley,84018183,US,USA,840,41.13863784,-85.50791236,2474,7342,11201,11448
Iowa,Adair,84019001,US,USA,840,41.33075609,-94.47105874,606,1323,1789,1805
Iowa,Adams,84019003,US,USA,840,41.02903567,-94.69932645,266,637,925,938
Iowa,Allamakee,84019005,US,USA,840,43.28383218,-91.37860922,1179,2317,3198,3248
Iowa,Appanoose,84019007,US,USA,840,40.74324454,-92.86865906,972,2281,3368,3432
Iowa,Audubon,84019009,US,USA,840,41.6844628,-94.90581859,381,845,1289,1311
Iowa,Benton,84019011,US,USA,840,42.08011739,-92.06463573,1982,4608,7095,7244
Iowa,Black Hawk,84019013,US,USA,840,42.4704581,-92.30524729,12788,24249,38251,38980
Iowa,Boone,84019015,US,USA,840,42.03657094,-93.9313999,1907,4313,6408,6535
Iowa,Bremer,84019017,US,USA,840,42.77461496,-92.31795937,2264,4363,6280,6386
Iowa,Buchanan,84019019,US,USA,840,42.4709188,-91.83510825,1441,3511,5425,5539
Iowa,Buena Vista,84019021,US,USA,840,42.73545875,-95.15100162,3715,5156,6843,6988
Iowa,Butler,84019023,US,USA,840,42.73172833,-92.79015971,1277,2572,3753,3817
Iowa,Calhoun,84019025,US,USA,840,42.38521079,-94.64046046,1173,2094,3004,3072
Iowa,Carroll,84019027,US,USA,840,42.03617207,-94.86032705,2386,3898,5603,5680
Iowa,Cass,84019029,US,USA,840,41.33149454,-94.92792482,1044,2477,3253,3333
Iowa,Cedar,84019031,US,USA,840,41.77233777,-91.13246684,1396,2981,4940,5035
Iowa,Cerro Gordo,84019033,US,USA,840,43.08177563,-93.2612239,4329,8831,12570,12769
Iowa,Cherokee,84019035,US,USA,840,42.73538914,-95.62389402,1233,2315,3512,3581
Iowa,Chickasaw,84019037,US,USA,840,43.06001295,-92.31773347,1038,2073,3123,3163
Iowa,Clarke,84019039,US,USA,840,41.02868181,-93.78499767,687,1775,2632,2701
Iowa,Clay,84019041,US,USA,840,43.08247182,-95.15096481,1546,3114,4726,4843
Iowa,Clayton,84019043,US,USA,840,42.84443388,-91.34133693,1388,2774,3974,4033
Iowa,Clinton,84019045,US,USA,840,41.89981633,-90.53275096,4137,8991,13644,13865
Iowa,Crawford,84019047,US,USA,840,42.03718237,-95.3819718,2127,3718,4960,5064
Iowa,Dallas,84019049,US,USA,840,41.68560356,-94.04127625,7943,16830,26470,26870
Iowa,Davis,84019051,US,USA,840,40.74773536,-92.41005468,638,1357,1787,1825
Iowa,Decatur,84019053,US,USA,840,40.73742757,-93.78645949,429,1152,1803,1847
Iowa,Delaware,84019055,US,USA,840,42.47104597,-91.3664492,1634,3295,4693,4777
Iowa,Des Moines,84019057,US,USA,840,40.92012606,-91.18326592,3532,7448,10949,11291
Iowa,Dickinson,84019059,US,USA,840,43.37787725,-95.1510206,1707,3364,4642,4742
Iowa,Dubuque,84019061,US,USA,840,42.46815349,-90.88181925,10614,20583,30459,31008
Iowa,Emmet,84019063,US,USA,840,43.37782951,-94.67858943,1011,1934,2638,2698
Iowa,Fayette,84019065,US,USA,840,42.86271799,-91.8441231,1405,3148,4865,4959
Iowa,Floyd,84019067,US,USA,840,43.06000529999999,-92.78940097,1281,2783,4137,4184
Iowa,Franklin,84019069,US,USA,840,42.73270384,-93.26256925,905,2000,2890,2960
Iowa,Fremont,84019071,US,USA,840,40.74542720000001,-95.60129045,467,1055,1602,1641
Iowa,Greene,84019073,US,USA,840,42.03614551,-94.39658081,648,1352,2016,2051
Iowa,Grundy,84019075,US,USA,840,42.40183723,-92.78829551,1090,2000,2987,3055
Iowa,Guthrie,84019077,US,USA,840,41.68378965,-94.50111014,951,1826,2725,2773
Iowa,Hamilton,84019079,US,USA,840,42.38382428,-93.70197703,1485,2766,3929,3998
Iowa,Hancock,84019081,US,USA,840,43.08178477,-93.73454884,1178,2386,3225,3287
Iowa,Hardin,84019083,US,USA,840,42.38353877,-93.23654611,1455,3154,4964,5070
Iowa,Harrison,84019085,US,USA,840,41.68330137,-95.81558439,1443,2667,3776,3846
Iowa,Henry,84019087,US,USA,840,40.98767962,-91.54436349,2483,4469,6394,6516
Iowa,Howard,84019089,US,USA,840,43.35671042,-92.31702714,711,1658,2288,2312
Iowa,Humboldt,84019091,US,USA,840,42.7764426,-94.20722537,983,2093,3025,3073
Iowa,Ida,84019093,US,USA,840,42.38696136,-95.51355387,695,1431,2071,2148
Iowa,Iowa,84019095,US,USA,840,41.68630265,-92.0643373,1137,2580,4258,4332
Iowa,Jackson,84019097,US,USA,840,42.17178824,-90.57354837,1779,3687,5454,5537
Iowa,Jasper,84019099,US,USA,840,41.68576082,-93.05567785,2867,6835,10202,10453
Iowa,Jefferson,84019101,US,USA,840,41.03192394,-91.94849466,1029,2542,4274,4424
Iowa,Johnson,84019103,US,USA,840,41.67169354,-91.58754744,11145,22163,43973,44987
Iowa,Jones,84019105,US,USA,840,42.12118609,-91.13139641,2586,4430,6361,6467
Iowa,Keokuk,84019107,US,USA,840,41.33649833,-92.1785067,792,1630,2431,2479
Iowa,Kossuth,84019109,US,USA,840,43.20405458,-94.20691791,1555,3224,4292,4362
Iowa,Lee,84019111,US,USA,840,40.64181461,-91.48183025,2859,6377,9019,9232
Iowa,Linn,84019113,US,USA,840,42.07923082,-91.59809485,16608,36894,63367,64756
Iowa,Louisa,84019115,US,USA,840,41.21842119,-91.26102611,1069,1983,2900,2949
Iowa,Lucas,84019117,US,USA,840,41.02958964,-93.32780803,575,1365,2120,2186
Iowa,Lyon,84019119,US,USA,840,43.38107862,-96.20926845,1259,2224,3109,3164
Iowa,Madison,84019121,US,USA,840,41.33081904,-94.01554631,972,2544,3619,3704
Iowa,Mahaska,84019123,US,USA,840,41.33521503,-92.64083907,1742,4014,5676,5800
Iowa,Marion,84019125,US,USA,840,41.33445101,-93.09934783,2713,6067,8728,8910
Iowa,Marshall,84019127,US,USA,840,42.03586837,-92.9990819,4018,7127,11115,11469
Iowa,Mills,84019129,US,USA,840,41.03299766,-95.61920963,1282,2477,3944,4004
Iowa,Mitchell,84019131,US,USA,840,43.35638371,-92.78887719,1043,1977,2780,2839
Iowa,Monona,84019133,US,USA,840,42.05220391,-95.95743843,545,1335,2036,2091
Iowa,Monroe,84019135,US,USA,840,41.02988815,-92.8690667,670,1536,2156,2200
Iowa,Montgomery,84019137,US,USA,840,41.03018714,-95.15642896,763,1705,2540,2596
Iowa,Muscatine,84019139,US,USA,840,41.48370744,-91.1121697,3574,7261,11112,11265
Iowa,O'Brien,84019141,US,USA,840,43.08310673,-95.62474482,1589,2685,3830,3887
Iowa,Osceola,84019143,US,USA,840,43.37824276,-95.62422844,612,1122,1537,1575
Iowa,Out of IA,84080019,US,USA,840,0.0,0.0,0,0,0,0
Iowa,Page,84019145,US,USA,840,40.7393172,-95.1497813,1358,2881,3780,3845
Iowa,Palo Alto,84019147,US,USA,840,43.08193849,-94.67824621,809,1630,2357,2416
Iowa,Plymouth,84019149,US,USA,840,42.737633,-96.21366621,3353,5187,6974,7174
Iowa,Pocahontas,84019151,US,USA,840,42.73420133,-94.67862564,724,1288,1894,1942
Iowa,Polk,84019153,US,USA,840,41.68679484,-93.57767461,41498,88596,144912,147524
Iowa,Pottawattamie,84019155,US,USA,840,41.33640314,-95.53907776,8270,17596,27590,27969
Iowa,Poweshiek,84019157,US,USA,840,41.68625425,-92.53155731,1204,2690,4524,4672
Iowa,Ringgold,84019159,US,USA,840,40.73518949,-94.24368535,365,865,1301,1318
Iowa,Sac,84019161,US,USA,840,42.38624071,-95.10547892,1039,1866,2816,2888
Iowa,Scott,84019163,US,USA,840,41.63935978,-90.61959493,14110,30650,48001,49015
Iowa,Shelby,84019165,US,USA,840,41.6850066,-95.31015553,951,2170,3101,3178
Iowa,Sioux,84019167,US,USA,840,43.08221074,-96.1767568,4345,6513,8767,8987
Iowa,Story,84019169,US,USA,840,42.03621213,-93.46499005,8008,14727,22821,23335
Iowa,Tama,84019171,US,USA,840,42.07991767,-92.53266945,1756,3060,4558,4671
Iowa,Taylor,84019173,US,USA,840,40.73710579,-94.69778563,544,1069,1502,1535
Iowa,Unassigned,84090019,US,USA,840,0.0,0.0,750,10567,30871,19
Iowa,Union,84019175,US,USA,840,41.0277278,-94.24234847,1027,2191,3130,3186
Iowa,Van Buren,84019177,US,USA,840,40.75326764,-91.95017958,455,1071,1664,1699
Iowa,Wapello,84019179,US,USA,840,41.03064984,-92.40954728,3133,7089,10198,10439
Iowa,Warren,84019181,US,USA,840,41.33559454,-93.56007641,3810,9339,14334,14506
Iowa,Washington,84019183,US,USA,840,41.33577126,-91.71725711,1882,4295,6653,6822
Iowa,Wayne,84019185,US,USA,840,40.73969028,-93.32752197,381,963,1494,1520
Iowa,Webster,84019187,US,USA,840,42.42853483,-94.17987389,4448,8033,11928,12112
Iowa,Winnebago,84019189,US,USA,840,43.37751174,-93.73407298,1100,2428,3425,3466
Iowa,Winneshiek,84019191,US,USA,840,43.29094334,-91.84422722,1381,3010,4432,4503
Iowa,Woodbury,84019193,US,USA,840,42.38979414,-96.0459439,12284,21792,32516,33209
Iowa,Worth,84019195,US,USA,840,43.37750768,-93.26087602,521,1323,2015,2048
Iowa,Wright,84019197,US,USA,840,42.73305373,-93.73515113,1529,2912,3988,4051
Kansas,Allen,84020001,US,USA,840,37.88582951,-95.30030847,653,2691,5021,5127
Kansas,Anderson,84020003,US,USA,840,38.21413251,-95.29272815,564,1414,2540,2585
Kansas,Atchison,84020005,US,USA,840,39.53185661,-95.30870026,1251,2978,4949,5063
Kansas,Barber,84020007,US,USA,840,37.2288586,-98.68460053,283,691,1211,1234
Kansas,Barton,84020009,US,USA,840,38.47889676,-98.75636726,2201,4732,7553,7689
Kansas,Bourbon,84020011,US,USA,840,37.85508555,-94.84865997,927,2947,5438,5619
Kansas,Brown,84020013,US,USA,840,39.82652589,-95.56421698,1023,2030,3115,3159
Kansas,Butler,84020015,US,USA,840,37.78134351,-96.83878537,5314,12935,22135,22573
Kansas,Chase,84020017,US,USA,840,38.30292938,-96.59563862,238,468,785,798
Kansas,Chautauqua,84020019,US,USA,840,37.14994405,-96.2454192,181,643,981,1000
Kansas,Cherokee,84020021,US,USA,840,37.16928494,-94.8462897,1709,4076,7257,7447
Kansas,Cheyenne,84020023,US,USA,840,39.78580976,-101.7318201,275,513,724,733
Kansas,Clark,84020025,US,USA,840,37.23577007,-99.81883015,191,380,568,609
Kansas,Clay,84020027,US,USA,840,39.34948772,-97.16518128,647,1435,2415,2452
Kansas,Cloud,84020029,US,USA,840,39.48028352,-97.64925343,864,1822,2608,2672
Kansas,Coffey,84020031,US,USA,840,38.2365018,-95.73379515,508,1649,2785,2833
Kansas,Comanche,84020033,US,USA,840,37.19114520000001,-99.27113247,150,360,543,548
Kansas,Cowley,84020035,US,USA,840,37.23781842,-96.83776647,2544,6985,12291,12437
Kansas,Crawford,84020037,US,USA,840,37.50675523,-94.85245778,3379,7876,14793,15195
