Province_State,Admin2,UID,iso2,iso3,code3,Lat,Long_,Total_confirmed_cases_01_2020,Total_confirmed_cases_02_2020,Total_confirmed_cases_03_2020,Total_confirmed_cases_04_2020,Total_confirmed_cases_05_2020,Total_confirmed_cases_06_2020,Total_confirmed_cases_07_2020,Total_confirmed_cases_08_2020,Total_confirmed_cases_09_2020,Total_confirmed_cases_10_2020,Total_confirmed_cases_11_2020,Total_confirmed_cases_12_2020,Total_confirmed_cases_01_2021,Total_confirmed_cases_02_2021,Total_confirmed_cases_03_2021,Total_confirmed_cases_04_2021,Total_confirmed_cases_05_2021,Total_confirmed_cases_06_2021,Total_confirmed_cases_07_2021,Total_confirmed_cases_08_2021,Total_confirmed_cases_09_2021,Total_confirmed_cases_10_2021,Total_confirmed_cases_11_2021,Total_confirmed_cases_12_2021,Total_confirmed_cases_01_2022,Total_confirmed_cases_02_2022,Total_confirmed_cases_03_2022,Total_confirmed_cases_04_2022,Total_confirmed_cases_05_2022,Total_confirmed_cases_06_2022,Total_confirmed_cases_07_2022,Total_confirmed_cases_08_2022,Total_confirmed_cases_09_2022,Total_confirmed_cases_10_2022,Total_confirmed_cases_11_2022,Total_confirmed_cases_12_2022,Total_confirmed_cases_01_2023,Total_confirmed_cases_02_2023,Total_confirmed_cases_03_2023
Michigan,Cass,84026027,US,USA,840,41.91522292,-85.99405727,0,0,8,40,96,145,284,412,611,1103,2239,3194,3737,3994,4592,5202,5443,5501,5577,5863,6561,7174,7974,9046,10678,11029,11086,11134,11297,11575,11775,12120,12373,12522,12681,12882,13024,13113,13133
Michigan,Charlevoix,84026029,US,USA,840,45.37790017,-85.19614053,0,0,4,14,18,27,45,73,107,220,588,849,986,1042,1182,1568,1663,1676,1715,1916,2132,2576,3004,3412,4654,4857,4896,4916,5081,5242,5321,5502,5590,5684,5743,5783,5846,5863,5871
Michigan,Cheboygan,84026031,US,USA,840,45.44787015,-84.50122149,0,0,2,24,26,28,37,79,94,187,497,737,854,998,1275,1808,1922,1931,1947,2059,2417,2898,3283,3676,4368,4547,4583,4618,4912,5062,5184,5308,5391,5513,5602,5667,5738,5787,5802
Michigan,Chippewa,84026033,US,USA,840,46.29552653,-84.54353449,0,0,1,3,4,10,29,57,80,187,835,1385,1704,1753,2032,2371,2472,2512,2562,2686,3169,3840,4451,5132,7738,8333,8475,8551,8906,9112,9236,9526,9744,9914,9995,10056,10160,10258,10283
Michigan,Clare,84026035,US,USA,840,43.98794227,-84.84819859999998,0,0,1,11,20,28,58,100,113,319,771,1224,1493,1607,1740,2261,2455,2481,2508,2667,3063,3883,4556,5127,6288,6679,6735,6762,6934,7117,7254,7536,7731,7820,7925,8004,8066,8148,8182
Michigan,Clinton,84026037,US,USA,840,42.94400871,-84.60145248,0,0,27,128,176,223,404,488,699,1297,2788,3879,4727,5031,5940,7271,7578,7660,7741,8121,8837,10230,12370,14241,19189,20846,21160,21463,22440,23187,23762,24792,25790,26396,26913,27396,27806,28129,28166
Michigan,Crawford,84026039,US,USA,840,44.68255561,-84.61006219,0,0,1,58,62,71,94,113,127,157,353,457,556,589,724,931,991,995,999,1051,1153,1377,1734,1932,2357,2524,2554,2585,2693,2763,2829,2945,3019,3068,3102,3143,3177,3195,3200
Michigan,Delta,84026041,US,USA,840,45.90484910000001,-86.9080745,0,0,1,14,20,23,72,157,560,1397,2492,2889,3074,3130,3306,3840,4027,4058,4093,4456,5159,5853,6569,7154,9356,9869,9920,9951,10202,10538,10832,11169,11424,11712,11977,12193,12336,12429,12472
Michigan,Dickinson,84026043,US,USA,840,46.00999672,-87.86961634,0,0,0,3,5,7,44,65,174,760,1740,2174,2333,2371,2447,2666,2732,2755,2782,2925,3528,4035,4599,5119,6977,7343,7362,7412,7573,7766,7977,8376,8628,8732,9090,9212,9297,9358,9390
Michigan,Eaton,84026045,US,USA,840,42.59599185,-84.83740035,0,0,22,148,244,327,447,512,694,1304,3178,4667,5845,6276,7583,9648,10091,10153,10250,10863,11870,13325,16039,18365,25035,26378,26724,27063,28175,29163,29920,31186,32231,32967,33541,34147,34637,35015,35077
Michigan,Emmet,84026047,US,USA,840,45.52625509,-84.89083249,0,0,5,26,26,28,58,125,160,332,974,1207,1397,1528,1717,2234,2366,2379,2405,2581,2921,3459,3907,4549,6021,6302,6353,6428,6696,6858,6966,7132,7224,7341,7406,7496,7581,7600,7617
Michigan,Federal Correctional Institution (FCI),84070005,US,USA,840,0.0,0.0,0,0,0,88,146,183,193,196,196,197,200,289,303,314,315,316,316,320,320,320,320,321,321,321,324,324,326,327,328,328,328,329,329,329,329,329,329,329,329
Michigan,Genesee,84026049,US,USA,840,43.02244215,-83.70589709,0,0,190,1704,2459,2734,3463,3967,4727,7352,15157,21619,24327,25546,30311,39590,41573,41756,42099,44044,47361,52652,61265,72131,95914,100036,101031,102026,105705,108643,110852,114906,117504,119198,121165,122861,124167,125052,125355
Michigan,Gladwin,84026051,US,USA,840,43.98901072,-84.38774817,0,0,3,16,18,27,51,78,105,240,835,1184,1416,1482,1622,2181,2297,2305,2320,2431,2848,3312,3724,4148,5263,5540,5559,5580,5697,5830,5969,6159,6305,6461,6576,6662,6735,6787,6802
Michigan,Gogebic,84026053,US,USA,840,46.40862701,-89.69377193,0,0,2,4,5,7,83,144,167,462,787,1002,1170,1268,1331,1362,1401,1406,1449,1526,1626,1831,2101,2330,3094,3233,3250,3270,3351,3488,3682,3804,3870,3975,4110,4213,4258,4293,4306
Michigan,Grand Traverse,84026055,US,USA,840,44.69565625,-85.55585247,0,0,7,20,28,48,191,353,496,874,1956,3015,3913,4243,4981,6155,6440,6479,6600,6995,7927,9022,10849,12257,15980,16938,17176,17427,18237,18864,19322,19865,20173,20592,20797,21131,21420,21528,21552
Michigan,Gratiot,84026057,US,USA,840,43.29265605,-84.60505416,0,0,3,15,83,93,143,188,292,594,1636,2417,2685,2763,2985,3739,4059,4094,4097,4279,4854,5887,7002,7957,9803,10566,10765,10829,11115,11455,11606,11873,12166,12326,12515,12637,12844,13000,13048
Michigan,Hillsdale,84026059,US,USA,840,41.88753639,-84.59312019,0,0,14,127,177,194,246,303,358,579,1694,2588,3132,3349,3664,4143,4385,4412,4448,4743,5485,6260,7368,8229,9745,10256,10327,10371,10598,10842,11195,11630,11890,12069,12252,12458,12583,12704,12764
Michigan,Houghton,84026061,US,USA,840,46.89988536,-88.68495385,0,0,1,2,6,11,47,74,562,986,1542,1974,2474,2648,2828,3037,3127,3141,3156,3303,3536,4211,5190,5668,7407,7694,7795,7867,8095,8318,8591,8892,9014,9141,9305,9371,9426,9540,9587
Michigan,Huron,84026063,US,USA,840,43.83353985,-83.04078453,0,0,3,24,56,65,146,201,227,292,801,1523,1989,2146,2991,3958,4075,4093,4121,4282,4479,4867,5668,6322,7680,7988,8002,8034,8292,8492,8606,9046,9227,9343,9470,9620,9702,9748,9757
Michigan,Ingham,84026065,US,USA,840,42.59716886,-84.37472069,0,0,96,490,775,1019,1459,1783,3607,4928,9108,12635,15006,16387,19426,23640,24732,24909,25229,26420,28537,31296,36468,42204,59942,63083,63827,64895,68106,70420,72293,75407,78033,79695,81110,82544,83839,84720,84928
Michigan,Ionia,84026067,US,USA,840,42.94502238,-85.07413319,0,0,4,82,166,195,265,298,385,834,2421,3393,3961,4197,4561,5727,6242,6334,6415,6710,7607,8881,10739,12174,15418,16315,16488,16628,17048,17438,17705,18244,18687,18955,19171,19552,19794,19976,20016
Michigan,Iosco,84026069,US,USA,840,44.35486835,-83.63484895,0,0,1,63,109,113,129,143,228,314,758,1104,1250,1280,1404,1854,1992,2008,2023,2173,2551,3057,3500,3801,4491,4757,4798,4814,4967,5092,5162,5293,5344,5484,5548,5583,5630,5688,5696
Michigan,Iron,84026071,US,USA,840,46.20974132,-88.53136251,0,0,0,0,0,5,17,35,203,475,727,813,912,927,941,1007,1052,1054,1077,1132,1264,1439,1696,1873,2483,2625,2646,2653,2700,2822,2911,3170,3293,3343,3408,3469,3540,3602,3614
Michigan,Isabella,84026073,US,USA,840,43.64060976,-84.84664923,0,0,6,76,92,123,200,491,724,1142,2484,3426,3842,4017,4436,5831,6303,6339,6384,6626,7802,9168,10358,11410,14663,15426,15511,15632,16116,16399,16598,16933,17209,17393,17579,17685,17837,17964,17995
Michigan,Jackson,84026075,US,USA,840,42.24807035,-84.42258681,0,0,53,384,532,505,671,827,1129,2004,5250,7675,8973,9557,11592,14807,15735,15837,16065,17030,18617,21066,25662,28865,37649,39028,39295,39734,41030,42206,43288,45064,46123,47213,48317,49266,49912,50290,50425
Michigan,Kalamazoo,84026077,US,USA,840,42.24542231,-85.53038622,0,0,26,400,894,1084,1522,1942,3053,5237,9568,12232,14219,15018,17290,21550,22976,23188,23492,25056,27187,29966,34619,40210,55084,58294,58955,59847,62100,64433,66576,69235,71052,72106,72953,74189,74988,75681,75822
Michigan,Kalkaska,84026079,US,USA,840,44.68512729,-85.09085699,0,0,7,27,30,33,48,65,88,145,371,491,554,605,778,1047,1118,1143,1171,1245,1496,1799,2124,2527,3282,3481,3523,3564,3721,3902,3990,4136,4203,4288,4353,4428,4472,4499,4512
Michigan,Kent,84026081,US,USA,840,43.03197711,-85.54934642,0,0,111,1615,3953,4900,7053,8484,10187,15950,33396,43274,49242,51718,56565,68100,72717,73768,74485,77828,84964,94325,109350,122989,158325,164941,166189,167885,173037,177791,182382,187565,190934,193281,195572,198143,200196,201598,201888
Michigan,Keweenaw,84026083,US,USA,840,47.63197653,-88.41434263,0,0,0,0,0,1,3,4,12,23,68,83,130,144,156,173,176,177,174,183,214,262,359,391,482,504,511,515,538,559,587,610,625,635,639,643,650,663,664
Michigan,Lake,84026085,US,USA,840,43.99050893,-85.802173,0,0,0,3,8,8,17,29,35,68,205,304,345,361,431,582,629,638,645,697,814,981,1182,1403,1687,1821,1839,1850,1931,2014,2075,2181,2237,2286,2337,2361,2401,2458,2471
Michigan,Lapeer,84026087,US,USA,840,43.09052506,-83.22153148,0,0,11,180,217,292,404,536,636,993,2575,4023,4568,5042,6439,8690,9186,9243,9301,9747,10477,11665,13567,15569,19440,20097,20242,20385,20858,21284,21602,22193,22754,23071,23509,23871,24154,24297,24350
Michigan,Leelanau,84026089,US,USA,840,44.94430054,-85.80150326,0,0,1,10,11,20,64,91,115,163,377,626,821,875,989,1191,1238,1243,1263,1355,1495,1650,2101,2509,3341,3523,3570,3620,3764,3911,4001,4096,4154,4229,4298,4350,4409,4432,4441
Michigan,Lenawee,84026091,US,USA,840,41.89475156,-84.06603727,0,0,19,119,186,220,388,570,842,1223,2654,4207,5698,6279,6993,8882,9316,9388,9477,10088,11391,13364,15854,17722,23127,24216,24426,24680,25694,26281,26822,27873,28570,29075,29573,30175,30621,30854,30950
Michigan,Livingston,84026093,US,USA,840,42.60302282,-83.91297209,0,0,94,393,493,572,760,1109,1417,2319,5691,7825,9599,10290,12303,15806,16615,16753,16972,18253,20237,23401,28458,33099,43908,45321,45914,46654,48624,49865,50996,52682,53749,54684,55521,56554,57766,58185,58293
Michigan,Luce,84026095,US,USA,840,46.47227431,-85.54471223,0,0,1,1,3,3,3,23,20,84,168,195,204,218,258,357,471,481,482,501,592,742,858,1041,1329,1410,1425,1435,1467,1525,1539,1596,1615,1622,1632,1642,1666,1670,1676
Michigan,Mackinac,84026097,US,USA,840,46.07028979,-85.04980537,0,0,0,6,8,9,20,37,68,171,291,380,421,441,488,618,704,716,721,796,1025,1301,1485,1702,2241,2356,2392,2421,2552,2651,2683,2777,2823,2867,2893,2929,2967,2990,2997
Michigan,Macomb,84026099,US,USA,840,42.69158356,-82.92752801,0,0,855,5556,6842,7359,9448,12780,14819,19730,37706,49473,55852,58935,72578,94581,99598,100216,101223,105364,112353,122253,140170,165571,216557,224669,228681,233453,244211,251793,258660,268520,275080,281008,286882,292848,297400,299925,300709
Michigan,Manistee,84026101,US,USA,840,44.33352407,-86.05626916,0,0,1,13,12,19,32,54,80,154,381,591,748,797,863,1130,1195,1210,1221,1347,1519,1760,2162,2533,3316,3649,3686,3714,3884,4005,4105,4262,4346,4417,4719,4771,4825,4859,4865
Michigan,Marquette,84026103,US,USA,840,46.4338914,-87.64043701,0,0,4,46,56,64,127,244,396,1245,2875,3557,3884,3952,4237,4896,5069,5087,5100,5274,6178,7248,8169,9246,13999,14803,14938,15099,15878,16417,16933,17552,17839,18108,18358,18679,18969,19268,19376
Michigan,Mason,84026105,US,USA,840,43.99509218,-86.24988902,0,0,1,14,38,51,104,120,136,280,609,979,1178,1236,1388,1993,2127,2140,2178,2380,2708,3184,4096,4767,6100,6614,6724,6793,6966,7144,7386,7660,7841,7946,8051,8175,8270,8342,8357
Michigan,Mecosta,84026107,US,USA,840,43.64064262,-85.32463223,0,0,3,18,24,29,55,88,228,615,1261,1651,1869,2015,2255,2967,3186,3215,3228,3400,3957,4775,5689,6390,8041,8563,8632,8699,8927,9118,9311,9582,9746,9841,9920,10046,10181,10292,10312
Michigan,Menominee,84026109,US,USA,840,45.58038692,-87.55370409,0,0,0,5,8,16,86,250,419,776,1328,1689,1847,1879,1930,2048,2113,2130,2145,2376,2874,3383,3845,4216,5238,5539,5624,5638,5762,5911,6070,6322,6447,6592,6781,6902,7058,7161,7183
Michigan,Michigan Department of Corrections (MDOC),84070004,US,USA,840,0.0,0.0,0,0,0,1453,4037,4154,4140,5284,5611,6984,13131,20981,23731,24813,25928,26518,26882,26925,26770,26820,26895,27446,28053,28784,35540,38038,38304,38314,38560,38681,38980,39874,40613,40970,41472,41679,41986,42491,42516
Michigan,Midland,84026111,US,USA,840,43.64330771,-84.38804374,0,0,15,90,121,166,292,417,629,1179,3044,4011,4721,4991,5582,7050,7512,7577,7655,8019,9052,10458,12029,13531,17875,18881,19010,19157,19915,20442,20831,21547,22103,22451,22812,23062,23292,23477,23527
Michigan,Missaukee,84026113,US,USA,840,44.33772443,-85.09256478,0,0,1,21,22,29,40,46,64,104,293,479,680,778,1100,1408,1500,1513,1524,1557,1695,1864,2085,2241,2699,2878,2903,2917,2990,3062,3147,3261,3350,3438,3475,3528,3557,3586,3591
Michigan,Monroe,84026115,US,USA,840,41.92734151,-83.53749864,0,0,49,306,530,617,867,1320,1548,2206,5403,7595,9168,9772,11584,14540,15327,15419,15603,16368,18135,20747,23764,27232,36243,37544,37893,38305,40152,41287,42197,43778,44825,45595,46404,47135,47950,48302,48415
Michigan,Montcalm,84026117,US,USA,840,43.31082541,-85.15252824,0,0,6,42,72,88,175,225,342,790,2018,2932,3339,3500,3969,5416,6006,6094,6106,6415,7255,8803,10402,11619,14046,14902,15006,15101,15463,15780,16072,16516,16929,17160,17367,17637,17830,17923,17949
Michigan,Montmorency,84026119,US,USA,840,45.0275929,-84.12696227,0,0,0,6,5,5,8,12,16,37,184,286,348,360,399,543,609,618,627,693,782,971,1238,1342,1613,1693,1717,1732,1764,1794,1816,1845,1878,1898,1934,1962,1982,1995,1998
Michigan,Muskegon,84026121,US,USA,840,43.29123859,-86.15176712,0,0,18,276,652,815,1125,1377,1558,2558,7462,9333,10267,10568,11250,14400,16088,16303,16521,17302,19113,21543,25891,29486,37502,39177,39532,39941,41006,42069,43178,44656,45542,46226,47017,47721,48262,48639,48751
Michigan,Newaygo,84026123,US,USA,840,43.554374,-85.80070107,0,0,2,24,110,167,247,298,389,712,1630,2253,2633,2842,3348,4424,4842,4897,4933,5110,5789,6677,7834,8839,10748,11376,11461,11514,11769,12045,12265,12616,12895,13104,13275,13447,13599,13691,13711
Michigan,Oakland,84026125,US,USA,840,42.66090111,-83.38595416,0,0,1764,7998,10781,12017,14614,18053,20854,26579,46874,61195,70447,74754,87871,110917,117787,118738,120330,126572,135378,146943,168182,199302,270830,282079,285472,292717,309636,321993,331772,344319,353046,360159,367984,374914,380677,384243,385029
Michigan,Oceana,84026127,US,USA,840,43.64124435,-86.26726673,0,0,2,13,93,287,462,501,528,676,1211,1605,1813,1875,2022,2600,2751,2769,2794,2891,3265,3739,4435,4925,5881,6235,6326,6359,6516,6691,6882,7132,7236,7339,7446,7561,7660,7724,7754
Michigan,Ogemaw,84026129,US,USA,840,44.33481032,-84.12725175,0,0,5,17,29,33,51,58,68,135,533,921,1080,1114,1188,1557,1729,1745,1764,1901,2213,2763,3074,3327,4036,4289,4304,4321,4430,4522,4572,4667,4772,4839,4908,4977,5036,5076,5082
Michigan,Ontonagon,84026131,US,USA,840,46.665226200000006,-89.31390481,0,0,0,1,0,0,4,34,43,127,275,306,371,411,431,454,476,482,488,522,569,618,688,752,926,970,981,996,1023,1066,1100,1186,1212,1241,1291,1305,1322,1341,1344
Michigan,Osceola,84026133,US,USA,840,43.98992088,-85.32566756,0,0,2,10,15,29,66,79,99,201,545,841,987,1053,1310,1790,1945,1962,1972,2070,2452,3114,3543,3886,4666,4938,4987,5022,5141,5304,5409,5546,5667,5759,5816,5879,5943,5992,6012
Michigan,Oscoda,84026135,US,USA,840,44.68192279,-84.12939244,0,0,2,5,9,18,24,29,32,60,178,308,375,400,461,587,676,691,695,722,818,965,1094,1172,1374,1423,1432,1437,1477,1518,1534,1566,1607,1615,1652,1674,1689,1694,1696
Michigan,Otsego,84026137,US,USA,840,45.02085831,-84.59898295,0,0,19,109,120,122,132,144,182,287,757,1015,1087,1155,1620,2195,2329,2347,2361,2514,2790,3279,3908,4299,5214,5540,5609,5643,5856,6020,6131,6298,6401,6504,6598,6665,6742,6779,6790
Michigan,Ottawa,84026139,US,USA,840,42.95996803,-85.9969107,0,0,34,271,840,1036,1672,2149,3514,5762,13899,18475,21226,22317,24830,30626,32651,32938,33193,34862,37872,41778,49303,55516,70822,74000,74601,75339,77298,79170,80643,82644,83894,84728,85517,86474,87280,87845,87973
Michigan,Out of MI,84080026,US,USA,840,0.0,0.0,0,0,20,166,97,104,194,129,238,364,1050,2490,2890,1766,1635,1891,2062,1788,1705,1920,2168,2390,2765,3916,5784,5818,5721,5854,6221,6718,7429,8111,8479,8667,8876,9150,9267,9311,9333
Michigan,Presque Isle,84026141,US,USA,840,45.34018577,-83.91498656,0,0,0,12,12,12,16,21,27,81,284,530,621,660,752,967,1052,1057,1063,1105,1228,1388,1602,1738,1990,2057,2063,2070,2141,2191,2205,2227,2253,2308,2327,2363,2375,2382,2383
Michigan,Roscommon,84026143,US,USA,840,44.33473082,-84.61067651,0,0,1,18,24,26,47,76,103,217,641,963,1087,1162,1511,1803,1882,1900,1912,1976,2149,2592,3250,3646,4332,4564,4611,4635,4769,4889,5012,5160,5272,5329,5434,5524,5593,5620,5630
Michigan,Saginaw,84026145,US,USA,840,43.33433923,-84.05131209999998,0,0,51,672,1063,1286,1822,2528,3003,4230,8632,12336,14136,14831,16222,19750,21204,21388,21680,22720,24704,27583,31677,36022,46479,48909,49133,49492,51335,52817,53917,55999,57197,58221,59124,59965,60609,61015,61110
Michigan,Sanilac,84026151,US,USA,840,43.42406072,-82.82055898,0,0,7,36,42,47,92,125,151,232,816,1497,1874,2070,2971,4104,4247,4261,4274,4378,4571,5039,5996,6819,8239,8613,8658,8738,8938,9093,9259,9574,9812,9954,10158,10374,10530,10606,10617
Michigan,Schoolcraft,84026153,US,USA,840,46.19235734,-86.19972234,0,0,1,3,4,4,8,15,29,102,176,229,251,259,290,355,433,439,441,485,621,816,992,1203,1602,1742,1749,1750,1814,1864,1925,1994,2057,2089,2119,2165,2213,2234,2234
Michigan,Shiawassee,84026155,US,USA,840,42.95392800000001,-84.14585902,0,0,9,193,267,273,321,421,525,787,2008,2954,3557,3807,4465,6006,6398,6436,6519,6912,7721,8802,11008,12724,16763,17619,17747,17880,18443,18877,19287,20050,20603,20997,21317,21658,22020,22189,22230
Michigan,St. Clair,84026147,US,USA,840,42.92655373,-82.67937954,0,0,40,371,510,558,754,923,1035,1726,4535,7026,8225,8677,12103,17310,18343,18478,18601,19211,20515,22574,26222,30663,38610,40022,40447,40987,42324,43323,43997,45366,46648,47617,48652,49546,50156,50501,50560
Michigan,St. Joseph,84026149,US,USA,840,41.91441767,-85.52797979,0,0,4,33,123,320,551,683,807,1371,2617,3584,4408,4671,5156,5830,6191,6263,6327,6688,7542,8533,9836,10890,13050,13581,13651,13736,13916,14151,14429,14981,15311,15469,15638,15799,15967,16077,16096
Michigan,Tuscola,84026157,US,USA,840,43.46606813,-83.41897025,0,0,9,107,192,248,300,454,515,729,1737,2637,3060,3204,4009,5383,5650,5668,5726,5971,6585,7507,8792,9978,12530,13145,13197,13239,13533,13802,13992,14516,14824,15021,15288,15472,15602,15697,15728
Michigan,Unassigned,84090026,US,USA,840,0.0,0.0,0,0,93,409,71,21,50,30,29,73,73,95,30,33,24,34,32,22,27,40,46,54,67,64,54,21,20,21,27,15,22,22,40,48,49,42,47,37,30
Michigan,Van Buren,84026159,US,USA,840,42.25190229,-86.01939087,0,0,8,63,165,226,394,628,776,1222,2884,4044,4728,4976,5566,6718,7081,7145,7260,7657,8370,9372,10949,12731,16127,16839,16973,17155,17583,18045,18480,19206,19605,19910,20139,20435,20639,20780,20826
Michigan,Washtenaw,84026161,US,USA,840,42.253105,-83.83853204,0,0,330,1188,1513,1699,2374,2903,3773,5800,10135,13702,16725,18684,20946,25372,26374,26507,26839,28267,30621,33529,38566,46099,68752,72915,74569,78700,85596,90298,93550,97610,100600,102356,104444,106278,108393,109294,109512
Michigan,Wayne,84026163,US,USA,840,42.28098405,-83.281255,0,0,3752,16986,21079,22767,27067,31231,35456,42172,65120,84941,96685,101777,118987,154782,164185,165885,167997,175797,186149,200490,228228,277665,378689,392673,398311,406765,428429,443292,455335,474717,487234,497474,509056,519952,529243,535404,537017
Michigan,Wexford,84026165,US,USA,840,44.33853602,-85.57712739,0,0,2,12,13,25,63,102,129,192,663,990,1300,1445,2038,2687,2883,2902,2920,2989,3232,3738,4496,5056,6433,6970,7056,7106,7301,7540,7701,7931,8128,8298,8438,8546,8630,8663,8674
Minnesota,Aitkin,84027001,US,USA,840,46.60962049,-93.4116826,0,0,0,1,8,14,27,48,88,224,778,1023,1129,1187,1217,1319,1370,1390,1402,1480,1628,1893,2215,2424,2710,2906,2944,3003,3100,3184,3259,3347,3422,3523,3554,3623,3656,3679,3702
Minnesota,Anoka,84027003,US,USA,840,45.27476015,-93.24604565,0,0,23,212,1399,2097,3245,4741,6343,9812,22583,28973,31777,33231,35529,40215,42490,42844,43482,45941,49997,55176,63852,71618,91790,97364,98229,99314,102339,105106,107423,110012,112105,113538,114857,116729,117884,118906,119415
Minnesota,Becker,84027005,US,USA,840,46.93479392,-95.67158144,0,0,0,2,40,54,134,198,286,683,2094,2680,2929,3107,3287,3705,3850,3870,3900,4071,4752,5507,6271,6618,7801,8629,8774,8862,9049,9244,9438,9714,9899,10035,10140,10292,10387,10456,10509
Minnesota,Beltrami,84027007,US,USA,840,47.97373527,-94.93732139,0,0,4,6,15,27,184,321,473,1002,2192,2871,3209,3372,3554,3820,4048,4082,4118,4579,5594,6808,8160,8803,10467,11290,11971,12087,12295,12551,12761,13114,13420,13610,13722,13983,14137,14326,14406
Minnesota,Benton,84027009,US,USA,840,45.69804958,-93.99514135,0,0,1,15,177,208,299,402,568,1121,3057,3888,4292,4457,4929,5526,5808,5831,5882,6123,6817,7706,9018,10048,12627,13761,13987,14136,14505,14910,15248,15625,15966,16168,16399,16655,16830,16981,17064
Minnesota,Big Stone,84027011,US,USA,840,45.42712824,-96.41403739,0,0,1,2,5,14,22,35,83,172,324,434,471,516,543,588,603,605,613,632,720,813,946,1014,1243,1363,1379,1406,1440,1465,1491,1556,1595,1630,1683,1720,1740,1763,1781
Minnesota,Blue Earth,84027013,US,USA,840,44.03554215,-94.06699781,0,0,9,38,140,403,824,1243,1743,2169,4180,5040,5545,5926,6530,7267,7605,7636,7728,8210,9034,9872,11448,12732,16053,17444,17850,18170,18548,19001,19390,19826,20201,20360,20592,20871,21068,21271,21404
Minnesota,Brown,84027015,US,USA,840,44.24205652,-94.72562874,0,0,2,8,16,30,79,130,199,373,1457,2011,2227,2438,2761,3015,3075,3080,3093,3290,3696,4202,4697,5031,6069,6462,6520,6555,6714,6832,7010,7270,7476,7617,7703,7824,7872,7939,7995
Minnesota,Carlton,84027017,US,USA,840,46.59180601,-92.67601019,0,0,1,59,73,81,121,191,286,550,1913,2595,2891,3001,3145,3366,3506,3539,3571,3748,4077,4579,5434,6115,7534,8753,8845,8996,9456,9771,10040,10251,10506,10695,10912,11194,11353,11530,11492
Minnesota,Carver,84027019,US,USA,840,44.82017001,-93.8009918,0,0,10,21,210,340,744,1123,1451,1938,4862,6449,7150,7678,8821,10206,10606,10685,10803,11501,12613,13964,16610,18778,24472,26207,26564,26982,27939,28686,29336,29910,30416,30689,30975,31518,31744,31964,32053
Minnesota,Cass,84027021,US,USA,840,46.95043611,-94.32603968,0,0,1,5,14,14,54,105,188,458,1460,1928,2120,2193,2312,2618,2832,2869,2891,3135,3687,4364,5005,5391,6236,6761,6992,7053,7219,7423,7612,7855,8041,8154,8238,8409,8506,8581,8642
Minnesota,Chippewa,84027023,US,USA,840,45.02343421,-95.56403693,0,0,0,2,51,75,93,135,233,491,914,1275,1337,1363,1420,1508,1536,1540,1544,1644,1747,1955,2194,2352,2776,3029,3068,3092,3177,3260,3328,3441,3511,3572,3600,3714,3756,3815,3828
Minnesota,Chisago,84027025,US,USA,840,45.5021011,-92.90861945,0,0,3,11,61,93,167,316,522,1228,3156,4149,4673,4975,5219,5731,6148,6214,6299,6710,7521,8544,9923,11021,13203,14369,14487,14635,15055,15410,15712,16031,16336,16553,16763,16982,17108,17224,17290
Minnesota,Clay,84027027,US,USA,840,46.89289518,-96.48761922,0,0,6,157,424,563,740,880,1457,2613,5089,6163,6665,6899,7356,8031,8238,8271,8307,8666,9508,10507,12033,13171,17281,19465,19739,19920,20375,20805,21276,21803,22243,22508,22765,23147,23398,23642,23726
Minnesota,Clearwater,84027029,US,USA,840,47.57992111,-95.37790562,0,0,2,3,3,7,15,19,32,151,526,657,690,719,742,833,886,891,895,958,1188,1397,1575,1691,1958,2107,2152,2165,2184,2207,2234,2283,2343,2379,2400,2443,2469,2522,2543
Minnesota,Cook,84027031,US,USA,840,47.90504893,-90.52629546,0,0,0,0,0,1,2,6,7,22,77,105,117,119,139,155,170,172,174,196,219,248,307,356,490,540,554,571,614,651,679,703,735,766,791,807,816,824,826
Minnesota,Cottonwood,84027033,US,USA,840,44.00715262,-95.18138802,0,0,2,20,75,133,167,203,229,306,896,1221,1303,1347,1454,1608,1670,1673,1682,1727,1825,2019,2292,2487,2991,3174,3214,3230,3266,3330,3396,3494,3547,3605,3648,3705,3729,3771,3796
Minnesota,Crow Wing,84027035,US,USA,840,46.48096553,-94.06755609,0,0,0,20,71,102,192,309,563,1255,3640,4509,4945,5192,5540,6444,6784,6828,6917,7363,8358,9821,11170,12214,14454,15727,15906,16058,16522,16901,17290,17780,18094,18359,18583,18925,19121,19296,19391
Minnesota,Dakota,84027037,US,USA,840,44.67172617,-93.06299363,0,0,47,162,1327,2180,3797,5936,7724,10589,22414,30280,34166,36180,39331,44389,46585,46914,47466,49977,53805,58163,67355,76390,101450,107876,109647,111490,115910,119858,122907,126000,128581,130234,131793,133892,135180,136511,137144
Minnesota,Dodge,84027039,US,USA,840,44.02238415,-92.86244324,0,0,8,21,52,81,122,158,268,424,870,1175,1432,1521,1621,1784,1869,1879,1917,2204,2537,2805,3598,3979,5169,5565,5658,5782,5968,6095,6199,6318,6407,6463,6529,6607,6655,6697,6739
Minnesota,Douglas,84027041,US,USA,840,45.93348491,-95.45335469,0,0,1,2,42,61,124,167,362,828,2668,3481,3824,3923,4157,4543,4738,4760,4808,5089,5651,6516,7849,8525,9996,10744,10861,10981,11305,11579,11799,12118,12371,12523,12718,12983,13159,13330,13432
